SC_0001;SC_0002;SC_0003;SC_0004;SC_0005;SC_0006;DM_0001;DM_0002;DM_0003;DM_0004;DM_0005;DM_0006;DM_0007;DM_0008;DM_0009;DM_0010;DM_0011;PW_0001;PW_0002;PW_0003;PW_0004;PW_0005;PW_0006;PW_0007;PW_0008;PW_0009;PW_0010;PW_0011;PW_0012;PW_0014;PW_0015;PW_0016;PW_0017;PW_0018;PW_0019;PW_0020;PW_0021;PW_0022;PW_0023;PW_0025;PW_0026;PW_0028;PW_0029;PW_0030;PW_0031;PW_0032;PW_0033;PW_0035;PW_0036;PW_0037;PW_0038;PW_0039;PW_0040;PW_0041;PW_0042;PW_0043;PW_0044;OW_0001;OW_0002;OW_0003;OW_0004;OW_0005;OW_0006;OW_0007;OW_0008;OW_0009;OW_0010;EX_0001;EX_0002;EX_0003;EX_0004;EX_0005;EX_0006;EX_0007;EX_0008;EX_0009;EX_0010;EX_0011;EX_0012;EX_0013;EX_0014;EX_0015;EX_0016;EX_0017;EX_0018;EX_0019;EX_0020;EX_0021;EX_0022;EX_0023;EX_0024;EX_0025;EX_0026;EX_0027;EX_0028;EX_0029;EX_0030;EX_0031;EX_0032;EX_0033;EX_0034;EX_0035;EX_0036;EX_0037;EX_0038;EX_0039;EX_0040;EX_0041;EX_0042;EX_0043;IN_0001;IN_0002;IN_0003;IN_0004;IN_0005;IN_0006;IN_0007;IN_0008;IN_0009;IN_0062;IN_0063;IN_0010;IN_0011;IN_0012;IN_0013;IN_0014;IN_0015;IN_0016;IN_0017;IN_0064;IN_0018;IN_0019;IN_0020;IN_0021;IN_0022;IN_0023;IN_0024;IN_0025;IN_0026;IN_0027;IN_0028;IN_0029;IN_0030;IN_0031;IN_0065;IN_0032;IN_0033;IN_0034;IN_0035;IN_0036;IN_0037;IN_0038;IN_0039;IN_0040;IN_0041;IN_0042;IN_0043;IN_0044;IN_0045;IN_0046;IN_0047;IN_0048;IN_0060;IN_0061;IN_0049;IN_0050;IN_0051;IN_0052;IN_0053;IN_0054;IN_0055;IN_0056;IN_0057;IN_0058;CO_0001;CO_0002;CO_0003;CO_0004;CO_0005;CO_0006;CO_0007;CO_0008;CO_0009;CO_0010;CO_0011;CO_0053;CO_0054;CO_0012;CO_0013;CO_0014;CO_0015;CO_0016;CO_0017;CO_0018;CO_0019;CO_0020;CO_0021;CO_0022;CO_0023;CO_0024;CO_0025;CO_0026;CO_0027;CO_0028;CO_0029;CO_0030;CO_0031;CO_0032;CO_0033;CO_0034;CO_0035;CO_0036;CO_0037;CO_0038;CO_0039;CO_0040;CO_0041;CO_0042;CO_0043;CO_0044;CO_0045;CO_0046;CO_0047;CO_0048;CO_0049;CO_0050;CO_0051;CO_0052;SF_0001;SF_0002;SF_0003;SF_0004;SF_0005;SF_0006;SF_0007;SF_0008;SF_0009;SF_0010;SF_0011;SF_0012;SF_0013;SF_0014;SF_0015;SF_0016;SF_0017;SF_0018;SF_0019;SF_0020;SF_0021;SF_0022;SF_0023;SF_0024;SF_0025;SF_0026;SF_0027;SF_0028;SF_0029;SF_0030;SF_0031;SF_0032;SF_0033;SF_0034;SF_0035;SF_0036;SF_0037;SF_0038;SF_0039;SF_0040;SF_0041;SF_0042;SF_0043;SF_0044;SF_0045;AD_0001;AD_0002;AD_0003;AD_0004;AD_0005;AD_0006;AD_0007;AD_0008;AD_0009;AD_0010;AD_0011;AD_0012;AD_0013;AD_0014;AD_0015;AD_0016;AD_0017;AD_0018;AD_0019;AD_0020;AD_0021;AD_0022;AD_0023;EX_0044;CO_0055;IN_0059
Renault Boreal Evolution 1.3 TGDI DCT 2526;Renault;Boreal;Evolution 1.3 TGDI DCT;2025;2026;4556;1841;1652;2702;213;586;1770;1438;;;1500;;;;;1,3;;S;4;S;;163;270;5250;1750;;S;;;6;;;;;;;;;;163;270;8,82208589;52,29090909;9,5;180;S;;;S;S;;1,79;11,2;13,6;7,8;9,4;50;;;3;;S;18;225;225/55 R18;;;;;S;S;S;;;;S;;;;S;;;S;;;S;S;S;S;;;;;;;;;;;S;;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;;;;;;S;S;S;;S;S;;S;S;;;S;;;;;2;2;1;1;S;;;"7""";;10,1;;;;S;;;;6;;;;;S;S;;;S;;;;;S;;4;;4;S;S;S;;;S;;S;;;;;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;;S;;S;;;S;S;S;;;S;S;S;S;;;S;S;S;;;;S;;;;S;S;S;;;;;;;S;S;;;
Renault Boreal Techno 1.3 TGDI DCT 2526;Renault;Boreal;Techno 1.3 TGDI DCT;2025;2026;4556;1841;1652;2702;213;586;1770;1438;;;1500;;;;;1,3;;S;4;S;;163;270;5250;1750;;S;;;6;;;;;;;;;;163;270;8,82208589;52,29090909;9,5;180;S;;;S;S;;1,79;11,2;13,6;7,8;9,4;50;;;3;;S;18;225;225/55 R18;;;;;S;S;S;;;;S;;;S;S;;;S;;;S;S;S;S;;;;;;;;;;S;S;S;;;;;;S;;;;;S;S;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;S;S;;S;;S;;S;;;;S;;;;;S;S;S;;S;S;;S;S;;;S;S;;;;2;2;1;1;S;;;10;;10,1;;;;S;;S;;6;;;;;S;S;;;S;;;;;S;;4;;4;S;S;S;;;S;;S;;;;;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;;S;;;S;S;S;;;S;S;S;S;;;S;S;S;;S;;S;;;;S;S;S;;S;S;;;S;S;S;;;
Renault Boreal Iconic 1.3 TGDI DCT 2526;Renault;Boreal;Iconic 1.3 TGDI DCT;2025;2026;4556;1841;1652;2702;213;586;1770;1438;;;1500;;;;;1,3;;S;4;S;;163;270;5250;1750;;S;;;6;;;;;;;;;;163;270;8,82208589;52,29090909;9,5;180;S;;;S;S;;1,79;11,2;13,6;7,8;9,4;50;;;3;;S;19;205;205/55 R19;;;;;S;S;S;S;;;S;;;S;S;;;S;;;S;S;S;S;;;;;;;;;S;S;S;S;S;S;;;;S;;S;S;;S;S;;;;;;;;;S;;;;S;S;;S;;S;;;;;;S;S;;;S;;S;;S;;S;S;S;;S;;S;;S;;;;S;;;;;S;S;S;;S;S;;S;S;;;S;S;;;;2;2;1;1;S;;;10;;10,1;;;;S;;S;S;10;;;;;S;S;;;S;;;;;S;;4;;4;S;S;S;;;S;;S;;;;;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;S;;S;;S;S;S;;;S;S;S;S;;;S;S;S;;S;;S;;;;S;S;S;;S;S;;;S;S;S;;;
BYD Yuan Pro GS EV 2526;BYD;Yuan Pro;GS EV;2025;2026;4310;1830;1675;2620;170;265;1210;1550;;;;;;;S;;;;;;;;;;;;;;;;S;177;290;;;45,1;6,6;60;S;177;290;9,604519774;57,43243243;7,9;160;S;;;S;;S;0,51;44;35,7;;;;250;;6;8;S;17;215;215/60 R17;S;;;;S;S;S;;;;S;;;;S;;;S;;S;S;;S;S;;;;S;;;;;;S;S;S;;;;;;S;;S;S;S;S;S;;;;;;;;;;;;;;S;S;S;;;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;S;S;;;;;;;S;;S;S;S;;;S;;;S;S;;S;S;S;1;1;1;1;1;1;S;;;8,8;;12,8;;S;;S;S;S;;4;2;;;;S;;;S;;;;S;;;;4;;4;S;S;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;S;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Hyundai Creta Comfort Safety  1.0 TGDI AT 2526;Hyundai;Creta;Comfort Safety  1.0 TGDI AT;2025;2026;4330;1790;1635;2610;190;422;1401;1300;;;;;;;;1;;S;3;S;;120;171,61;6000;1500;S;;;;6;;;;;;;;;;120;171,61;10,83333333;74,28571429;11,6;175;S;;;S;S;;1,74;12;12,7;8,4;9;50;;;5;;S;16;205;205/65 R16;S;;S;;;S;S;S;;;S;;;;S;;;;;;S;;S;;;;;;;;;;;S;S;S;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;S;S;;S;;S;;S;S;;;;;;;;S;;S;;;;;;;S;;S;S;;;;2;1;1;;;;;10;;8;;;;S;;;;4;;;;;S;S;S;;;;;;;;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;S;;;S;S;S;;;S;;S;S;S;;S;S;S;;;;S;;;;S;S;S;;;;;;;;S;;;
Lepas L4 EV 2526;Lepas;L4;EV;2025;2026;4400;1820;1635;2700;176;458;;1750;;;750;;;;S;;;;;;;;;;;;;;;;S;204;340;;;67,08;6,6;120;S;204;340;;;7,5;175;S;;;S;;S;;;;;;;450;;7;8;S;18;215;215/55 R18;;;;;S;S;S;S;S;;S;;;;S;;;S;;S;S;;S;S;;;;S;;;S;;;S;S;;S;S;;;;S;;;;;S;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;;S;S;;;;;;;;S;;S;;;;S;;S;S;;S;;;1;1;1;1;1;1;S;;;8,88;;13,2;;;;S;;;;6;;;;;;S;;;S;;;S;;;;4;;4;S;;;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;;S;;S;S;;;S;S;S;S;;;S;S;;S;S;S;S;;S;;S;S;S;S;S;S;;;S;;;S;;
Lepas L6 EV 2526;Lepas;L6;EV;2025;2026;4574;1852;1694;2700;166;397;;1780;;;750;;;;S;;;;;;;;;;;;;;;;S;204;340;;;67,08;6,6;80;S;204;340;;;7,6;160;S;;;S;;S;;;;;;;450;;7;8;S;18;215;215/55 R18;S;;;;S;S;S;S;;;S;;;;S;;S;S;;S;S;;S;S;S;;;S;;;;;S;S;S;;S;S;;;;S;;;;S;S;S;;;;;S;;;;S;;;;S;S;;S;;;;;;S;S;;;;;S;;S;;S;;S;S;;S;;S;;S;S;S;;;;;;;S;S;S;S;;S;;S;;S;S;;S;;;;1;2;1;1;1;S;;;8;;13,2;;;;S;;;S;8;;;;;;S;;;S;;;S;S;S;S;4;;4;S;;;S;;S;S;S;;;S;S;S;;S;S;;S;S;;S;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;S;;;S;;S;S;;;S;S;S;S;;;S;S;;;S;S;S;;S;;S;S;S;S;S;S;;;S;;;S;;
BYD Yuan Plus GL EV 2526;BYD;Yuan Plus;GL EV;2025;2026;4455;1875;1615;2720;150;312;;1700;;;;;;;S;;;;;;;;;;;;;;;;S;204;310;;;60,48;7;80;;204;310;8,333333333;53,79746835;7,3;160;S;;;S;;S;0,56;39,8;33,1;;;;294;;5;8;S;18;215;215/55 R18;S;;;;S;S;S;S;;;S;;;;S;;;S;;;S;S;S;S;;;;S;;;;;S;S;S;S;;;;S;;;;S;S;S;S;;;;;;;;;;;;;;;S;S;S;;;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;S;S;;;;S;;;S;;S;S;S;;;S;;;S;S;;S;S;;1;1;1;1;1;1;S;;;5;;12,8;;S;;S;S;;;6;2;;;;S;S;;S;;;;S;;S;;4;;4;S;;S;;S;S;;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;S;;S;S;S;;;S;;S;S;;;S;S;S;;S;S;S;;;;S;S;;;;S;;;;S;;;;
Jaecoo 7 Comfort 1.5 TGDI PHEV DHT 2626;Jaecoo;7;Comfort 1.5 TGDI PHEV DHT;2026;2026;4500;1865;1670;2672;174;500;;1795;2210;415;2210;;;S;;1,5;;S;4;S;;135;200,2;5200;2500;;;;S;1;S;204;310,1;;;18,4;6,6;40;S;279;365;6,433691756;48,25268817;7,8;180;S;;;S;;S;0,6;15,1;13,5;;;60;79;1200;7;8;S;19;235;235/50 R19;;;;;S;S;S;S;S;;S;;;;S;;;S;;S;S;;S;S;;;;S;;S;;;;S;S;S;S;S;;;;S;;S;S;S;S;S;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;;S;;;;S;;;S;;S;S;S;;S;;S;;S;S;;S;;;1;1;1;1;1;1;;;S;10,25;;13,2;;;;S;S;;;6;;;;;;S;;;S;;;S;;S;;4;;4;S;;;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;S;;;S;S;S;;;S;S;S;S;S;;S;S;;;;;S;S;S;S;S;S;S;;;;;;;;;;;
Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2626;Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;2026;2026;4500;1865;1670;2672;174;500;;1795;2210;415;2210;;;S;;1,5;;S;4;S;;135;200,2;5200;2500;;;;S;1;S;204;310,1;;;18,4;6,6;40;S;279;365;6,433691756;48,25268817;7,8;180;S;;;S;;S;0,6;15,1;13,5;;;60;79;1200;7;8;S;19;235;235/50 R19;;;;;S;S;S;S;S;;S;;;;S;;;S;;S;S;;S;S;;;;S;;S;;;S;S;S;S;S;S;;;;S;;S;S;S;S;S;;;;;;;;;;;;;S;S;;S;;S;;;;S;S;;;;;S;;S;;S;;S;S;;S;;S;;;S;;;;S;;;S;;S;S;S;;S;;S;;S;S;;S;S;S;1;1;1;1;1;1;;;S;10,25;;13,2;;;;S;S;S;;6;;;;;;S;;;S;;;S;;S;;4;;4;S;;;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;;S;S;S;S;;;S;S;S;S;S;;S;S;;;;;S;S;S;S;S;S;S;;;;;;;;;;;
Jaecoo 7 Prestige 1.5 TGDI PHEV DHT 2626;Jaecoo;7;Prestige 1.5 TGDI PHEV DHT;2026;2026;4500;1865;1670;2672;174;500;;1795;2210;415;2210;;;S;;1,5;;S;4;S;;135;200,2;5200;2500;;;;S;1;S;204;310,1;;;18,4;6,6;40;S;279;365;6,433691756;48,25268817;7,8;180;S;;;S;;S;0,6;15,1;13,5;;;60;79;1200;7;8;S;19;235;235/50 R19;;;;;S;S;S;S;S;;S;;;;S;;S;S;;S;S;;S;S;S;;;S;;S;;;S;S;S;S;S;S;;;;S;;S;S;S;S;S;;;;;S;;;;S;;;S;S;S;;S;;S;S;S;;S;S;;;;;S;;S;;S;;S;S;;S;;S;;S;S;;;;S;;;S;;S;S;S;;S;;S;;S;S;;S;S;S;1;1;1;1;1;1;;;S;10,25;S;14,8;;;;S;S;S;S;8;;;;;;S;;;S;;;S;S;S;;4;;4;S;;;S;S;S;S;;S;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;;S;S;S;S;;S;S;S;S;S;S;;S;S;;S;S;S;S;S;S;S;S;S;S;S;S;S;;;S;;S;;;
Jaecoo 7 Luxury 1.5 TGDI HEV DHT 2626;Jaecoo;7;Luxury 1.5 TGDI HEV DHT;2026;2026;4500;1865;1670;2672;174;500;;1795;2210;415;2210;;S;;;1,5;;S;4;S;;135;200,2;5200;2500;;;;S;1;S;204;310,1;;;1,83;;;;224;295;8,013392857;59,67420213;8,5;180;S;;;S;;S;;;;;;60;;;7;8;S;19;235;235/50 R19;;;;;S;S;S;S;S;;S;;;S;S;;;S;;S;S;;S;S;;;;S;;S;;;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;;;;;;;;;;;;;S;S;S;S;;S;S;S;;S;S;;;;;S;;S;;S;;S;S;;S;;S;;;S;;;;S;;;S;;S;S;S;;S;;S;;S;S;;S;S;S;1;1;1;1;1;1;;;S;10,25;;13,2;;;;S;S;;;6;;;;;S;S;;;S;;;S;;S;;4;;4;S;;S;;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;;S;S;S;S;;;S;S;S;S;S;;S;S;;;;S;S;S;S;S;S;S;S;S;;;;;;;;;;
Jaecoo 5 Prestige EV 2526;Jaecoo;5;Prestige EV;2025;2026;4380;1860;1650;2620;;384;;;;;;;;;S;;;;;;;;;;;;;;;;S;210;288;;;59;9,9;80;S;210;288;;;7,7;;S;;;S;;S;;;;;;;TBD;;7;8;S;18;215;215/55 R18;;;S;;S;S;S;S;;;S;;;;S;;;S;;S;S;;S;S;;;;S;;;;S;;S;S;;S;;;;;S;;S;S;S;S;S;;;;;;;;;;;;;S;S;;S;;;;;;S;S;;;;;S;;S;;S;;S;S;;S;;S;;S;S;S;;;;;;;S;S;S;S;;;;S;;S;S;;S;S;S;1;1;1;;1;1;S;;;8;;13,2;;;;S;;;S;8;;;;;;S;;;S;;;S;;S;;4;;4;S;;S;;S;S;;S;;;S;;;;S;S;;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;;S;;S;S;;USB;S;S;S;S;;;S;S;;S;S;S;S;S;S;;S;S;S;;S;S;;;S;;;;;
Hyundai HB20 Comfort 1.0 MT 2526;Hyundai;HB20;Comfort 1.0 MT;2025;2026;4015;1720;1470;2530;160;300;930;993;;;;;;;;1;;;3;S;;80;100;6200;4500;;;;;5;;;;;;;;;;80;100;12,4125;97,35294118;14,5;161;S;;;S;;;1,48;13,3;15,4;9,9;10,7;50;;;5;;;15;185;185/60 R15;S;;;;;;S;;;S;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;;;;;S;;S;;;;;;S;;;;;;;;;;;S;;;;;;;;;S;S;;1;;;;1;;;;;3,5;;8;;;;S;;;;4;;;;;S;S;S;;;;;;;;;2;;;;;;;;S;;S;;;;;S;S;S;S;;S;S;;;S;;S;S;S;;;S;S;;;;;;;;;;;;;;;S;S;;;;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Hyundai HB20 Limited 1.0 MT 2526;Hyundai;HB20;Limited 1.0 MT;2025;2026;4015;1720;1470;2530;160;300;930;993;;;;;;;;1;;;3;S;;80;100;6200;4500;;;;;5;;;;;;;;;;80;100;12,4125;97,35294118;14,5;161;S;;;S;;;1,48;13,3;15,4;9,9;10,7;50;;;5;;S;15;185;185/60 R15;S;;;;;S;S;;;S;;;;;S;;;;;;;;S;;;;;;;;;;;;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;;;S;;S;;S;;;;S;;;;;;;;;S;;S;;;;;;;;;S;S;;1;;1;;1;;;;;4,2;;8;;;;S;;;;4;;;;;S;S;S;;;;;;;;;4;;4;S;;;;;S;;S;;;;;S;S;S;S;;S;S;;;S;;S;S;S;;;S;S;;;;;;;;;S;;S;;;;S;S;;;;;S;S;S;;;;;;;;;;;;;;;;;;;;;;;;;
Hyundai HB20 Limited 1.0 TGDI AT 2526;Hyundai;HB20;Limited 1.0 TGDI AT;2025;2026;4015;1720;1470;2530;160;300;930;1110;;;;;;;;1;;S;3;S;;120;171,6;6000;1500;S;;;;6;;;;;;;;;;120;171,6;9,25;63,42857143;10,7;190;S;;;S;;;1,54;13,2;14,7;9,2;10,2;50;;;5;;S;16;195;195/55 R16;S;;;;;S;S;;;S;;;;;S;;;;;;;;S;;;;;;;;;;;;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;;;S;;S;;S;;;;S;;;;;;;;;S;;S;;;;;;;;;S;S;;1;;1;;1;;;;;4,2;;8;;;;S;;;;4;;;;;S;S;;S;;;;;;;;4;;4;S;;;;;S;;S;;;;;S;S;S;S;;S;S;;;S;;S;S;S;;;S;S;;;;;;;;;S;;S;;;;S;S;;;;;S;S;S;;;;;;;;;;;;;;;;;;;;;;;;;
Hyundai HB20 Platinum 1.0 TGDI AT 2526;Hyundai;HB20;Platinum 1.0 TGDI AT;2025;2026;4015;1720;1470;2530;160;300;930;1110;;;;;;;;1;;S;3;S;;120;171,6;6000;1500;S;;;;6;;;;;;;;;;120;171,6;9,25;63,42857143;10,7;190;S;;;S;;;1,54;13,2;14,7;9,2;10,2;50;;;5;;S;16;195;195/55 R16;S;;S;;;S;S;S;;;S;;S;;S;;;;;;;;S;S;;;;;;;;;;;S;S;;;;;;S;;S;;;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;S;;S;;S;;S;;;;S;;;;;;;;;S;;S;;;;;S;;;;S;S;;1;;1;1;1;;S;;;4,2;;8;;;;S;;;;4;;;;;S;S;;S;;;;;;;;4;;4;S;;S;;S;S;;S;;;;;S;S;S;S;;S;S;;;S;;S;S;S;;;S;S;;;;;;;;;S;;S;;;;S;S;;;S;;S;S;S;;S;S;;;S;;;;;;S;S;S;;;;S;;S;;S;;;
Honda WR-V EX 1.5 CVT 2526;Honda;WR-V;EX 1.5 CVT;2025;2026;4325;1790;1650;2650;223;458;;1273;;;;;;;;1,5;;;4;S;;126;154,94;6200;4600;;;S;;;;;;;;;;;;126;154,94;10,1031746;80,56962025;11,5;175;S;;;S;;S;;12;12,8;8,2;8,9;44;;;3;;S;17;215;215/55  R17;S;;;;S;S;S;S;S;;S;;;;S;;;S;;;S;;S;S;;;;;;;;;;;S;S;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;;;S;;S;;;S;;;;;;;;;S;;S;;;;;S;S;;;S;;;2;;;;1;1;;;;7;;10;;;;S;;;;4;;;;;S;;;S;;;;;;S;;4;;4;S;;S;;;;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;S;;;S;S;S;;;S;;S;S;;;S;S;;;;;S;;;;S;S;S;;;;;;;;;;;
Honda WR-V EXL 1.5 CVT 2526;Honda;WR-V;EXL 1.5 CVT;2025;2026;4325;1790;1650;2650;223;458;;1273;;;;;;;;1,5;;;4;S;;126;154,94;6200;4600;;;S;;;;;;;;;;;;126;154,94;10,1031746;80,56962025;11,5;175;S;;;S;;S;;12;12,8;8,2;8,9;44;;;3;;S;17;215;215/55  R17;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;;S;S;;;;;;;;;;;S;S;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;;;S;;S;;;S;;;;;;;;;S;S;S;;;;;S;S;;;S;S;;2;;;;1;1;S;;;7;;10;;;;S;;;;4;;;;;S;;;S;;;;;;S;;4;;4;S;;S;;S;;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;S;;;S;S;S;;;S;;S;S;;;S;S;;;;;S;;;;S;S;S;;;;;;;;;;;
Nissan Kait Active 1.6 CVT 2526;Nissan;Kait;Active 1.6 CVT;2025;2026;4304;1760;1611;2620;200;432;;1139;;;;;;;;1,6;;;4;S;;113;149;5600;4000;;;S;;;;;;;;;;;;113;149;10,07964602;74,93421053;11,8;175;S;;;S;S;;;11,3;13,7;7,8;9,4;41;;;3;;S;17;215;215/60 R17;S;;;;S;;S;;;;S;;;;S;;;S;;;S;;S;;;;;;;;;;;;S;S;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;;;S;;;S;;S;;;S;;;;;;;;;;;S;;;S;;;S;S;;S;;;;;2;1;1;;;;;7;;8;;;;S;;;;4;;;;;S;;S;;;;;;;;;4;;1;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;S;;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Nissan Kait Sense Plus 1.6 CVT 2526;Nissan;Kait;Sense Plus 1.6 CVT;2025;2026;4304;1760;1611;2620;200;432;;1139;;;;;;;;1,6;;;4;S;;113;149;5600;4000;;;S;;;;;;;;;;;;113;149;10,07964602;74,93421053;11,8;175;S;;;S;S;;;11,3;13,7;7,8;9,4;41;;;3;;S;17;215;215/60 R17;S;;;;S;;S;;;;S;;;;S;;;S;;;S;;S;;;;;;;;;;;;S;S;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;;;S;;;S;;S;;;S;;;;;;;;;;;S;;;S;;;S;S;;S;;;;;2;1;1;;;;;7;;8;;;;S;;;;4;;;;;S;;S;;;;;;;;;4;;1;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;S;;;S;S;S;;;S;;S;S;;;S;S;;;;;;;;;S;S;;;;;;;;;;;;
Nissan Kait Advance Plus 1.6 CVT 2526;Nissan;Kait;Advance Plus 1.6 CVT;2025;2026;4304;1760;1611;2620;200;432;;1139;;;;;;;;1,6;;;4;S;;113;149;5600;4000;;;S;;;;;;;;;;;;113;149;10,07964602;74,93421053;11,8;175;S;;;S;S;;;11,3;13,7;7,8;9,4;41;;;3;;S;17;215;215/60 R17;S;;;;S;;S;;;;S;;;;S;;;S;;;S;;S;;;;;;;;;;;S;S;S;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;;;S;;;S;;S;;;S;;;;S;;;;;S;;S;;;S;;;S;S;;S;;;;;2;2;1;;S;;;7;;9;;;;S;;;;4;;;;;S;;S;;;;;;;;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;S;;;S;S;S;;;S;;S;S;;;S;S;;;;;;;;;S;S;;;;;;;;;;;;
Nissan Kait Exclusive 1.6 CVT 2526;Nissan;Kait;Exclusive 1.6 CVT;2025;2026;4304;1760;1611;2620;200;432;;1139;;;;;;;;1,6;;;4;S;;113;149;5600;4000;;;S;;;;;;;;;;;;113;149;10,07964602;74,93421053;11,8;175;S;;;S;S;;;11,3;13,7;7,8;9,4;41;;;3;;S;17;215;215/60 R17;S;;;;S;;S;;;;S;;;;S;;;S;;;S;;S;;;;;;;;;;;S;S;S;;;;;;S;;;;S;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;S;;S;;;S;;S;;;S;;;;S;;;;;S;;S;;;S;;;S;S;;S;;;;;2;2;1;;S;;;7;;9;;;;S;;;;4;;;;;S;;;S;;;;;;;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;;S;;S;S;S;;;S;;S;S;S;;S;S;;;S;;S;;;;S;S;;;;S;;;;;;;;
